Arquivo,Tela,ID,Nome,Descrição,Pré-condições,Resultado na tela,Como testar
01-HOME.md,página inicial do site (primeira tela após abrir o endereço principal).,RN-HOME-AC-001,Dois modos: estreias e semana,A faixa Animes permite alternar entre visão por **temporada/estreias** e **agenda da semana** (por dia).,Faixa Animes visível.,Botões/ícones alternam entre modos; título do carrossel muda (temporada vs dia da semana).,Clicar alternância calendário/lista.
01-HOME.md,página inicial do site (primeira tela após abrir o endereço principal).,RN-HOME-AC-002,Modo inicial automático,"Na **quarta semana em diante** da temporada corrente, a página pode abrir já na agenda semanal; no início da temporada, abre em estreias.",Data de teste no fim vs início da temporada.,Modo inicial diferente; só na primeira visita (escolha manual depois é mantida).,Testar em duas datas da mesma temporada.
01-HOME.md,página inicial do site (primeira tela após abrir o endereço principal).,RN-HOME-AC-003,Estreias: temporada atual,"No modo estreias, título indica estreias da temporada/ano (ex.: “Estreias de Verão 2026”).","Modo estreias, temporada corrente.",Copy com nome da estação e ano.,Ler título da faixa.
01-HOME.md,página inicial do site (primeira tela após abrir o endereço principal).,RN-HOME-AC-004,Estreias: posição inicial,Foco no próximo anime a estrear (ou último já estreado na temporada).,Animes com datas na temporada.,Card central coerente com “próximo” na data de hoje.,Abrir home e ver card central.
01-HOME.md,página inicial do site (primeira tela após abrir o endereço principal).,RN-HOME-AC-005,Agenda semanal: só com episódio marcado,"No modo semana, entram animes que têm **próximo episódio** agendado; agrupados por dia da semana.",Modo semana.,"Separadores “Segunda”, “Terça”, etc., com cards abaixo.",Ativar modo semana em temporada ativa.
01-HOME.md,página inicial do site (primeira tela após abrir o endereço principal).,RN-HOME-AC-006,Agenda: abrir no dia de hoje,"Ao entrar no modo semana, o foco vai para o separador do **dia da semana de hoje**.",Modo semana com episódios na semana.,Separador do dia atual visível/central.,Abrir modo semana no meio da semana.
01-HOME.md,página inicial do site (primeira tela após abrir o endereço principal).,RN-HOME-AC-007,Trocar temporada,"Setas mudam ano/temporada (Inverno, Primavera, Verão, Outono).",Modo estreias.,Novos cards após breve carregamento se a temporada ainda não estava aberta.,Avançar para próxima temporada.
01-HOME.md,página inicial do site (primeira tela após abrir o endereço principal).,RN-HOME-AC-008,Em alta em animes,Modo destaque lista animes populares (sem eixo de temporada).,Em alta ligado na faixa Animes.,Lista por popularidade; filtros de formato/adulto aplicados na exibição.,Toggle Em alta em Animes.
01-HOME.md,página inicial do site (primeira tela após abrir o endereço principal).,RN-HOME-AC-009,Fixar na semana (logado),Usuário logado pode fixar anime no menu do card para destacar na semana.,"Logado, card de anime.",Opção no menu ⋮; ícone de pin no card quando fixado.,Fixar e ver pin.
01-HOME.md,página inicial do site (primeira tela após abrir o endereço principal).,RN-HOME-AC-010,Loop na agenda semanal,"No modo semana, a rolagem pode ser contínua (volta ao início).",Modo semana ativo.,Comportamento de carrossel em loop (diferente do modo estreias).,Rolar até o fim no modo semana.
01-HOME.md,página inicial do site (primeira tela após abrir o endereço principal).,RN-HOME-CA-001,Bloco só para usuário logado,A faixa “Continuar assistindo” não aparece para visitante.,Usuário **não** está logado.,Nenhum bloco “Continuar assistindo” entre o hero e Filmes.,Abrir a página em anônimo.
01-HOME.md,página inicial do site (primeira tela após abrir o endereço principal).,RN-HOME-CA-002,Bloco oculto sem itens,"Se o usuário logado não tem nada para continuar, a faixa some.","Logado, sem animes em progresso na lista.",Seção ausente.,Conta sem itens “continuar”/“seguir”.
01-HOME.md,página inicial do site (primeira tela após abrir o endereço principal).,RN-HOME-CA-003,Até dez títulos,"Quando há itens, no máximo dez cards na faixa horizontal.",Logado com mais de dez animes em progresso.,Só os dez primeiros (ordem de uso recente) aparecem na home.,Conta com 11+ itens; contar cards.
01-HOME.md,página inicial do site (primeira tela após abrir o endereço principal).,RN-HOME-CA-004,Card mostra temporada e episódio,Cada card exibe temporada e número do episódio.,Pelo menos um item na faixa.,Texto no formato “S{n} · E{n}” (temporada e episódio).,Ler um card qualquer.
01-HOME.md,página inicial do site (primeira tela após abrir o endereço principal).,RN-HOME-CA-005,Tempo restante,"Se houver tempo restante do episódio, aparece texto “Restam …”.",Item com progresso parcial no episódio.,Linha com tempo restante abaixo do título.,Item com episódio pela metade.
01-HOME.md,página inicial do site (primeira tela após abrir o endereço principal).,RN-HOME-CA-006,Abrir no streaming,"Se o sistema tem link do Crunchyroll para aquele item, o clique abre em nova aba.",Item com link de streaming associado.,Nova aba do navegador no serviço de streaming.,Clicar card com link.
01-HOME.md,página inicial do site (primeira tela após abrir o endereço principal).,RN-HOME-CA-007,Sem link vai à minha lista,"Sem link externo, o clique leva à área de animes da minha lista.",Item sem URL de streaming.,Navega para minha lista de animes na mesma aba.,Clicar card sem link externo.
01-HOME.md,página inicial do site (primeira tela após abrir o endereço principal).,RN-HOME-CA-008,“Ver todos”,Link no canto da faixa leva à listagem completa de animes da minha lista.,Faixa visível.,Abre minha lista de animes.,Clicar “Ver todos”.
01-HOME.md,página inicial do site (primeira tela após abrir o endereço principal).,RN-HOME-CARD-001,Abrir detalhe,Toque/clique no card abre painel de detalhe do título (modal).,Card visível.,"Modal com sinopse, datas, links, etc.",Clicar poster/título.
01-HOME.md,página inicial do site (primeira tela após abrir o endereço principal).,RN-HOME-CARD-002,Menu ⋮,Botão de três pontos abre menu de ações sem sair da home.,Card visível.,"Menu com favoritar, quero assistir, etc.",Abrir menu.
01-HOME.md,página inicial do site (primeira tela após abrir o endereço principal).,RN-HOME-CARD-003,Fechar menu ao clicar fora,Clicar fora do menu fecha o menu.,Menu aberto.,Menu some.,Clicar área vazia.
01-HOME.md,página inicial do site (primeira tela após abrir o endereço principal).,RN-HOME-CARD-004,Favoritar / quero assistir,Ações gravam na conta do usuário quando logado.,Logado.,Estado ativo reflete no menu; indicador no card se aplicável.,Favoritar e recarregar página logado.
01-HOME.md,página inicial do site (primeira tela após abrir o endereço principal).,RN-HOME-CARD-005,Visitante não grava,"Sem login, ações de lista pedem entrada na conta (mensagem).",Não logado.,Aviso; nada salvo.,Favoritar deslogado.
01-HOME.md,página inicial do site (primeira tela após abrir o endereço principal).,RN-HOME-CARD-006,Acompanhando (série/anime),Opção extra para série e anime.,Card série ou anime.,Item “Acompanhando” no menu.,Abrir menu em série.
01-HOME.md,página inicial do site (primeira tela após abrir o endereço principal).,RN-HOME-CARD-007,Já assisti / já joguei,Só disponível se o título **já foi lançado** (data de lançamento no passado).,Filme/jogo futuro.,Opção desabilitada ou sem efeito.,Tentar em estreia futura.
01-HOME.md,página inicial do site (primeira tela após abrir o endereço principal).,RN-HOME-CARD-008,Avaliar ao marcar visto,"Ao marcar já assisti/joguei em título lançado, abre fluxo de **nota** antes de concluir.","Lançado, logado.",Modal de avaliação.,Marcar já assisti em filme antigo.
01-HOME.md,página inicial do site (primeira tela após abrir o endereço principal).,RN-HOME-CARD-009,Etiqueta de status — filme,Ordem de prioridade visual: **Pré-venda** → **Em cartaz** → **No streaming** (após lançamento) → **Em breve**.,Filmes com flags diferentes.,Uma etiqueta principal por card.,Comparar filme em cartaz vs streaming.
01-HOME.md,página inicial do site (primeira tela após abrir o endereço principal).,RN-HOME-CARD-010,Etiqueta — série/anime,**Novo ep** (24h) → **Em exibição** → **Em breve** → **No streaming**.,Episódio exibido há menos de 24h.,“NOVO EP” visível.,Testar dia após estreia de ep.
01-HOME.md,página inicial do site (primeira tela após abrir o endereço principal).,RN-HOME-CARD-011,Novo ep: regra de 24h,“Novo ep” usa data do último episódio (série) ou regra equivalente no anime.,Ep entre 1h e 24h atrás.,Etiqueta presente; após 24h some.,Esperar ou simular data.
01-HOME.md,página inicial do site (primeira tela após abrir o endereço principal).,RN-HOME-CARD-012,Dublagem no anime,"Texto **Dublado** ou **Legendado** vem da informação oficial do título, não da lista de elenco no card.",Anime com dublagem BR cadastrada.,“Dublado” no card.,Comparar com título só legendado.
01-HOME.md,página inicial do site (primeira tela após abrir o endereço principal).,RN-HOME-CARD-013,Contagem para próximo episódio,Rodapé do card pode mostrar contagem regressiva para o próximo episódio.,Série/anime com próximo ep futuro.,Texto com dias/horas; abaixo de 1 dia atualiza mais frequentemente.,Card com ep amanhã vs hoje à noite.
01-HOME.md,página inicial do site (primeira tela após abrir o endereço principal).,RN-HOME-CARD-014,Saga em filme,Filme parte de saga pode mostrar atalho para página de continuações.,Filme com saga.,Link de saga; clique **não** abre o modal (só o link).,Clicar saga vs poster.
01-HOME.md,página inicial do site (primeira tela após abrir o endereço principal).,RN-HOME-CARD-015,Conteúdo adulto no poster,Poster de título adulto aparece desfocado até passar o mouse (desktop) ou interação equivalente.,Título marcado adulto ainda permitido.,Blur no poster.,Hover no card adulto.
01-HOME.md,página inicial do site (primeira tela após abrir o endereço principal).,RN-HOME-CARD-016,Indicador na minha lista,"Logado com favorito/quero/acompanhando, o card pode mostrar marca visual de lista.",Logado com item na lista.,Borda ou pill de destaque.,Favoritar e olhar o card.
01-HOME.md,página inicial do site (primeira tela após abrir o endereço principal).,RN-HOME-CARD-017,Ocultar título,“Não me interessa” remove o título das recomendações pessoais conforme política da conta.,Logado.,Título some das listas personalizadas subsequentes.,Ocultar e buscar de novo.
01-HOME.md,página inicial do site (primeira tela após abrir o endereço principal).,RN-HOME-CON-001,Foco em lançamentos recentes e próximos,Os três carrosséis priorizam títulos com data de lançamento (ou equivalente) nos **últimos 90 dias** e até o **fim do mês seguinte** ao mês atual — não uma lista infinita de clássicos antigos.,Data de teste conhecida; título com estreia há mais de 90 dias só por reestreia antiga.,Título muito antigo fora dessa janela **não** aparece no carrossel temporal (pode existir em outras páginas do site).,Comparar título reestreia antiga na home vs página Filmes.
01-HOME.md,página inicial do site (primeira tela após abrir o endereço principal).,RN-HOME-CON-002,Filmes: sem shows e concertos na faixa,"Gravações de show, stand-up e concertos ao vivo não devem aparecer nos carrosséis de lançamento da home.",Catálogo com filme de concerto cadastrado.,Ausente na faixa Filmes da home.,Buscar concerto na página Filmes; verificar ausência na home.
01-HOME.md,página inicial do site (primeira tela após abrir o endereço principal).,RN-HOME-CON-003,Filmes: curta duração futura,Filmes de estreia futura com duração conhecida muito curta (abaixo do padrão de “filme de cinema”) não entram na seleção inicial da home.,Filme futuro com duração de curta-metragem conhecida.,Não aparece no carrossel inicial de filmes.,Validar com título de teste curto.
01-HOME.md,página inicial do site (primeira tela após abrir o endereço principal).,RN-HOME-CON-004,Filmes: destaques no card,Alguns filmes exibem etiqueta extra (ex.: “mais esperado”) conforme regras editoriais do produto.,Filme elegível a destaque na semana/mês.,Pill ou etiqueta no card além do status normal.,Comparar cards em destaque na mídia.
01-HOME.md,página inicial do site (primeira tela após abrir o endereço principal).,RN-HOME-CON-005,Séries: data do próximo episódio,"Série em exibição com episódio futuro aparece posicionada na **data do próximo episódio**, não só na estreia original da série.",Série com próximo episódio marcado para data futura.,Card na faixa Séries alinhado ao mês/dia do próximo ep ao rolar a timeline.,Série semanal com ep na sexta; conferir posição na sexta.
01-HOME.md,página inicial do site (primeira tela após abrir o endereço principal).,RN-HOME-CON-006,Séries: episódio recente,"Se não há episódio futuro, mas houve episódio nos últimos 90 dias, a série continua na timeline nessa data recente.",Episódio exibido há poucos dias.,Card ainda visível ao navegar no passado recente do carrossel.,Série que estreou ep ontem.
