Pacote,Camada_Testagem,ID_Regra,Nome_Regra,Arquivo_Inventario,Tela_Resumo,ID_Cenario,Titulo_Cenario,Objetivo,Tipo_Testagem,Pre_condicoes_TestE,Passos,Resultado_Esperado,Dados_Conta_Ambiente,Impedimentos_Conhecidos,Status_Elaboracao,QA_Autor,Data_Elaboracao,TL_Auditoria,TL_Comentario,TL_Data,Exploratorio_Validado
camadas-v1,Negativo,RN-FILMES-025,Mudança de filtro recarrega,02-FILMES.md,Filmes,CT-RN-FILMES-025-N,Negativo: Mudança de filtro recarrega — condição não atendida ou perfil inverso,"Verificar que, sem a condição da regra RN-FILMES-025, o comportamento feliz não ocorre indevidamente.",Funcional manual,Oposta ou ausência: Filtro ou atalho alterado.,"1. Abrir o site e navegar até **Filmes**.
2. Montar pré-condição **oposta** à do caminho feliz: Filtro ou atalho alterado..
3. Executar os mesmos passos do cenário feliz.
4. Registrar se o resultado feliz deixa de ocorrer ou se há mensagem de impedimento.","Sem o cumprimento da regra, o comportamento feliz **não** se manifesta; nenhum defeito de UX (erro não tratado, dado incorreto exposto).",Homologação/produção; preparar **pré-condição oposta** à do caminho feliz,,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Exploratório,RN-FILMES-025,Mudança de filtro recarrega,02-FILMES.md,Filmes,CT-RN-FILMES-025-E,Exploratório: Mudança de filtro recarrega — charter de risco na tela,Charter exploratório ligado à regra RN-FILMES-025 após o caminho feliz.,Exploratório guiado,Filtro ou atalho alterado.,"**Charter (15 min)** — área: **Filmes** · regra: Mudança de filtro recarrega.
**Contexto:** Qualquer alteração em atalho ou select atualiza a grade.
**Hipóteses:** (H1) estados intermediários (scroll, resize, tema claro/escuro) não quebram o comportamento; (H2) combinação com filtros/busca/modal adjacente não contradiz a regra; (H3) repetição rápida da ação não duplica efeito indevido.
**Fora do escopo:** outras telas, performance profunda, segurança ofensiva.
**Encerramento:** registrar achados com print; vincular desvio à `ID_Regra` se encontrado.",Sessão exploratória concluída; hipóteses verificadas ou desvio aberto com evidência; sem contradição grave ao resultado feliz da regra.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,Pendente TL
camadas-v1,Feliz,RN-FILMES-026,Atualização após sync do site,02-FILMES.md,Filmes,CT-RN-FILMES-026-F,Feliz: Atualização após sync do site,Caminho principal que confirma a regra RN-FILMES-026 (Atualização após sync do site).,Funcional manual,Sync disparada com Filmes aberta.,"1. Abrir o site e navegar até **Filmes**.
2. Manter Filmes aberta durante sync no ambiente de teste.
3. Confirmar na tela o **resultado feliz** descrito na regra.",Cards ou contagem mudam sem F5 manual.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Negativo,RN-FILMES-026,Atualização após sync do site,02-FILMES.md,Filmes,CT-RN-FILMES-026-N,Negativo: Atualização após sync do site — condição não atendida ou perfil inverso,"Verificar que, sem a condição da regra RN-FILMES-026, o comportamento feliz não ocorre indevidamente.",Funcional manual,Oposta ou ausência: Sync disparada com Filmes aberta.,"1. Abrir o site e navegar até **Filmes**.
2. Montar pré-condição **oposta** à do caminho feliz: Sync disparada com Filmes aberta..
3. Executar os mesmos passos do cenário feliz.
4. Registrar se o resultado feliz deixa de ocorrer ou se há mensagem de impedimento.","Sem o cumprimento da regra, o comportamento feliz **não** se manifesta; nenhum defeito de UX (erro não tratado, dado incorreto exposto).",Homologação/produção; preparar **pré-condição oposta** à do caminho feliz,,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Exploratório,RN-FILMES-026,Atualização após sync do site,02-FILMES.md,Filmes,CT-RN-FILMES-026-E,Exploratório: Atualização após sync do site — charter de risco na tela,Charter exploratório ligado à regra RN-FILMES-026 após o caminho feliz.,Exploratório guiado,Sync disparada com Filmes aberta.,"**Charter (15 min)** — área: **Filmes** · regra: Atualização após sync do site.
**Contexto:** Quando o site termina uma sincronização de catálogo em segundo plano, a listagem pode atualizar sozinha.
**Hipóteses:** (H1) estados intermediários (scroll, resize, tema claro/escuro) não quebram o comportamento; (H2) combinação com filtros/busca/modal adjacente não contradiz a regra; (H3) repetição rápida da ação não duplica efeito indevido.
**Fora do escopo:** outras telas, performance profunda, segurança ofensiva.
**Encerramento:** registrar achados com print; vincular desvio à `ID_Regra` se encontrado.",Sessão exploratória concluída; hipóteses verificadas ou desvio aberto com evidência; sem contradição grave ao resultado feliz da regra.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,Pendente TL
camadas-v1,Feliz,RN-FILMES-027,Spinner ao filtrar,02-FILMES.md,Filmes,CT-RN-FILMES-027-F,Feliz: Spinner ao filtrar,Caminho principal que confirma a regra RN-FILMES-027 (Spinner ao filtrar).,Funcional manual,Filtro alterado com rede normal.,"1. Abrir o site e navegar até **Filmes**.
2. Trocar filtro e observar loading.
3. Confirmar na tela o **resultado feliz** descrito na regra.",Spinner no lugar do grid até concluir.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Negativo,RN-FILMES-027,Spinner ao filtrar,02-FILMES.md,Filmes,CT-RN-FILMES-027-N,Negativo: Spinner ao filtrar — condição não atendida ou perfil inverso,"Verificar que, sem a condição da regra RN-FILMES-027, o comportamento feliz não ocorre indevidamente.",Funcional manual,Oposta ou ausência: Filtro alterado com rede normal.,"1. Abrir o site e navegar até **Filmes**.
2. Montar pré-condição **oposta** à do caminho feliz: Filtro alterado com rede normal..
3. Executar os mesmos passos do cenário feliz.
4. Registrar se o resultado feliz deixa de ocorrer ou se há mensagem de impedimento.","Sem o cumprimento da regra, o comportamento feliz **não** se manifesta; nenhum defeito de UX (erro não tratado, dado incorreto exposto).",Homologação/produção; preparar **pré-condição oposta** à do caminho feliz,,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Exploratório,RN-FILMES-027,Spinner ao filtrar,02-FILMES.md,Filmes,CT-RN-FILMES-027-E,Exploratório: Spinner ao filtrar — charter de risco na tela,Charter exploratório ligado à regra RN-FILMES-027 após o caminho feliz.,Exploratório guiado,Filtro alterado com rede normal.,"**Charter (15 min)** — área: **Filmes** · regra: Spinner ao filtrar.
**Contexto:** Durante nova busca, a grade some e aparece indicador central.
**Hipóteses:** (H1) estados intermediários (scroll, resize, tema claro/escuro) não quebram o comportamento; (H2) combinação com filtros/busca/modal adjacente não contradiz a regra; (H3) repetição rápida da ação não duplica efeito indevido.
**Fora do escopo:** outras telas, performance profunda, segurança ofensiva.
**Encerramento:** registrar achados com print; vincular desvio à `ID_Regra` se encontrado.",Sessão exploratória concluída; hipóteses verificadas ou desvio aberto com evidência; sem contradição grave ao resultado feliz da regra.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,Pendente TL
camadas-v1,Feliz,RN-FILMES-028,Contador com total global,02-FILMES.md,Filmes,CT-RN-FILMES-028-F,Feliz: Contador com total global,Caminho principal que confirma a regra RN-FILMES-028 (Contador com total global).,Funcional manual,Mais de ~48 filmes para o filtro atual.,"1. Abrir o site e navegar até **Filmes**.
2. Filtro amplo.
3. Ler contador vs cards na tela.
4. Confirmar na tela o **resultado feliz** descrito na regra.",Contador alto (ex.: 200) com grade mostrando um subconjunto inicial.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Negativo,RN-FILMES-028,Contador com total global,02-FILMES.md,Filmes,CT-RN-FILMES-028-N,Negativo: Contador com total global — condição não atendida ou perfil inverso,"Verificar que, sem a condição da regra RN-FILMES-028, o comportamento feliz não ocorre indevidamente.",Funcional manual,Oposta ou ausência: Mais de ~48 filmes para o filtro atual.,"1. Abrir o site e navegar até **Filmes**.
2. Montar pré-condição **oposta** à do caminho feliz: Mais de ~48 filmes para o filtro atual..
3. Executar os mesmos passos do cenário feliz.
4. Registrar se o resultado feliz deixa de ocorrer ou se há mensagem de impedimento.","Sem o cumprimento da regra, o comportamento feliz **não** se manifesta; nenhum defeito de UX (erro não tratado, dado incorreto exposto).",Homologação/produção; preparar **pré-condição oposta** à do caminho feliz,,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Exploratório,RN-FILMES-028,Contador com total global,02-FILMES.md,Filmes,CT-RN-FILMES-028-E,Exploratório: Contador com total global — charter de risco na tela,Charter exploratório ligado à regra RN-FILMES-028 após o caminho feliz.,Exploratório guiado,Mais de ~48 filmes para o filtro atual.,"**Charter (15 min)** — área: **Filmes** · regra: Contador com total global.
**Contexto:** O texto “X filmes encontrados” usa o **total** que corresponde aos filtros, não só os cards visíveis na primeira “página” interna.
**Hipóteses:** (H1) estados intermediários (scroll, resize, tema claro/escuro) não quebram o comportamento; (H2) combinação com filtros/busca/modal adjacente não contradiz a regra; (H3) repetição rápida da ação não duplica efeito indevido.
**Fora do escopo:** outras telas, performance profunda, segurança ofensiva.
**Encerramento:** registrar achados com print; vincular desvio à `ID_Regra` se encontrado.",Sessão exploratória concluída; hipóteses verificadas ou desvio aberto com evidência; sem contradição grave ao resultado feliz da regra.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,Pendente TL
camadas-v1,Feliz,RN-FILMES-029,Contador em carregamento,02-FILMES.md,Filmes,CT-RN-FILMES-029-F,Feliz: Contador em carregamento,Caminho principal que confirma a regra RN-FILMES-029 (Contador em carregamento).,Funcional manual,Filtro recém-alterado.,"1. Abrir o site e navegar até **Filmes**.
2. Trocar filtro e ler linha acima da grade.
3. Confirmar na tela o **resultado feliz** descrito na regra.",Texto **Carregando...**.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Negativo,RN-FILMES-029,Contador em carregamento,02-FILMES.md,Filmes,CT-RN-FILMES-029-N,Negativo: Contador em carregamento — condição não atendida ou perfil inverso,"Verificar que, sem a condição da regra RN-FILMES-029, o comportamento feliz não ocorre indevidamente.",Funcional manual,Oposta ou ausência: Filtro recém-alterado.,"1. Abrir o site e navegar até **Filmes**.
2. Montar pré-condição **oposta** à do caminho feliz: Filtro recém-alterado..
3. Executar os mesmos passos do cenário feliz.
4. Registrar se o resultado feliz deixa de ocorrer ou se há mensagem de impedimento.","Sem o cumprimento da regra, o comportamento feliz **não** se manifesta; nenhum defeito de UX (erro não tratado, dado incorreto exposto).",Homologação/produção; preparar **pré-condição oposta** à do caminho feliz,,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Exploratório,RN-FILMES-029,Contador em carregamento,02-FILMES.md,Filmes,CT-RN-FILMES-029-E,Exploratório: Contador em carregamento — charter de risco na tela,Charter exploratório ligado à regra RN-FILMES-029 após o caminho feliz.,Exploratório guiado,Filtro recém-alterado.,"**Charter (15 min)** — área: **Filmes** · regra: Contador em carregamento.
**Contexto:** Enquanto recarrega, não mostra número antigo enganoso.
**Hipóteses:** (H1) estados intermediários (scroll, resize, tema claro/escuro) não quebram o comportamento; (H2) combinação com filtros/busca/modal adjacente não contradiz a regra; (H3) repetição rápida da ação não duplica efeito indevido.
**Fora do escopo:** outras telas, performance profunda, segurança ofensiva.
**Encerramento:** registrar achados com print; vincular desvio à `ID_Regra` se encontrado.",Sessão exploratória concluída; hipóteses verificadas ou desvio aberto com evidência; sem contradição grave ao resultado feliz da regra.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,Pendente TL
camadas-v1,Feliz,RN-FILMES-030,Grade responsiva,02-FILMES.md,Filmes,CT-RN-FILMES-030-F,Feliz: Grade responsiva,Caminho principal que confirma a regra RN-FILMES-030 (Grade responsiva).,Funcional manual,Resultados > 0; não loading.,"1. Abrir o site e navegar até **Filmes**.
2. Redimensionar janela do navegador.
3. Confirmar na tela o **resultado feliz** descrito na regra.",2 a 5 colunas; cards com largura máxima ~210px.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Negativo,RN-FILMES-030,Grade responsiva,02-FILMES.md,Filmes,CT-RN-FILMES-030-N,Negativo: Grade responsiva — condição não atendida ou perfil inverso,"Verificar que, sem a condição da regra RN-FILMES-030, o comportamento feliz não ocorre indevidamente.",Funcional manual,Oposta ou ausência: Resultados > 0; não loading.,"1. Abrir o site e navegar até **Filmes**.
2. Montar pré-condição **oposta** à do caminho feliz: Resultados > 0; não loading..
3. Executar os mesmos passos do cenário feliz.
4. Registrar se o resultado feliz deixa de ocorrer ou se há mensagem de impedimento.","Sem o cumprimento da regra, o comportamento feliz **não** se manifesta; nenhum defeito de UX (erro não tratado, dado incorreto exposto).",Homologação/produção; preparar **pré-condição oposta** à do caminho feliz,,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Exploratório,RN-FILMES-030,Grade responsiva,02-FILMES.md,Filmes,CT-RN-FILMES-030-E,Exploratório: Grade responsiva — charter de risco na tela,Charter exploratório ligado à regra RN-FILMES-030 após o caminho feliz.,Exploratório guiado,Resultados > 0; não loading.,"**Charter (15 min)** — área: **Filmes** · regra: Grade responsiva.
**Contexto:** Cards em colunas que aumentam em telas maiores.
**Hipóteses:** (H1) estados intermediários (scroll, resize, tema claro/escuro) não quebram o comportamento; (H2) combinação com filtros/busca/modal adjacente não contradiz a regra; (H3) repetição rápida da ação não duplica efeito indevido.
**Fora do escopo:** outras telas, performance profunda, segurança ofensiva.
**Encerramento:** registrar achados com print; vincular desvio à `ID_Regra` se encontrado.",Sessão exploratória concluída; hipóteses verificadas ou desvio aberto com evidência; sem contradição grave ao resultado feliz da regra.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,Pendente TL
